id,t_const,t_inflection,t_rate,t_b_asymptote,t_pop_density,tfilt_const,tfilt_inflection,tfilt_rate,tfilt_b_asymptote,tfilt_pop_density
1KME5482N8502,-0.849409581226186,0.5161092151364444,0.1541074793250967,13.550656509559175,1.1122523212290016,0.0,0.0,0.0,13.550656509559175,0.0
1KME5482N8503,-0.705603352490481,0.5291577247732829,0.16579704294865155,11.538938260144281,0.8928382533127543,0.0,0.0,0.0,11.538938260144281,0.0
1KME5482N8504,-0.5208316177594755,0.5410217743551954,0.1757800294949091,14.824369777055063,0.4972624664501763,0.0,0.0,0.0,14.824369777055063,0.0
1KME5482N8506,0.6392968204165016,0.5615887389230139,0.19165209403030822,12.647653358085638,-0.7830994118183244,0.0,0.0,0.0,12.647653358085638,0.0
1KME5482N8509,0.8633724315430373,0.586122224222073,0.20813064608555115,20.06854553318476,-1.5654789193290368,0.0,0.0,0.0,20.06854553318476,0.0
1KME5483N8486,0.24698684100505675,0.8033781239535694,0.1810440772224368,6.644904585478319,-5.150236505665362,0.0,0.0,0.0,6.644904585478319,-5.150236505665362
1KME5483N8487,-0.2744691940466459,0.7914450713937484,0.1719999006944183,6.910738984488931,-3.474318993781522,0.0,0.0,0.0,6.910738984488931,-3.474318993781522
1KME5483N8488,-0.6296320836122009,0.7764456909577018,0.1612332158047355,7.310594524303752,-3.7595958404870693,0.0,0.0,0.0,7.310594524303752,-3.7595958404870693
1KME5483N8489,-1.6968981395504596,0.7578587071753677,0.14848997185846494,10.295192728389381,-3.484993439227123,0.0,0.0,0.0,10.295192728389381,-3.484993439227123
1KME5483N8490,-2.698399724070133,0.7338308596132842,0.13337838567782118,11.841483305912442,-3.248756061658964,0.0,0.0,0.0,11.841483305912442,-3.248756061658964
1KME5483N8491,-3.590807639969271,0.7037183552309483,0.11545010913624293,12.807017907877178,-2.27511135887809,-3.590807639969271,0.0,0.0,12.807017907877178,0.0
1KME5483N8492,-4.322762450937422,0.6651237773747947,0.09421843693752523,14.066546622043584,-1.0936557839774794,-4.322762450937422,0.0,0.0,14.066546622043584,0.0
1KME5483N8494,-4.967704083071666,0.5732935432915788,0.04895902677650286,16.88758104139186,-0.2260643415608804,-4.967704083071666,0.0,0.0,16.88758104139186,0.0
1KME5483N8495,-4.482631484157556,0.5361686037594254,0.04014224078192913,13.09495518710325,-0.16241048586476545,-4.482631484157556,0.0,0.0,13.09495518710325,0.0
1KME5483N8496,-3.631543557875569,0.501162288393352,0.03843072734971011,16.47593413119475,-0.2049413933699658,-3.631543557875569,0.0,0.0,16.47593413119475,0.0
1KME5483N8498,-1.9371340539417754,0.44252084809798164,0.07654902723803893,18.63943728357037,0.05885719286553081,0.0,0.0,0.0,18.63943728357037,0.0
1KME5483N8501,-0.6424572570364493,0.49630999699095985,0.13246088794825003,15.1820709272142,0.8042847058610864,0.0,0.0,0.0,15.1820709272142,0.0
1KME5483N8502,-0.4752483932821735,0.5089431560334454,0.14556061754319122,13.325557084112766,0.692113905774227,0.0,0.0,0.0,13.325557084112766,0.0
1KME5483N8503,-0.32816868371043867,0.5228434896487868,0.15787143758527433,10.868818189859056,0.4695941961548604,0.0,0.0,0.0,10.868818189859056,0.0
1KME5483N8504,-0.10999117446818445,0.5354142649950183,0.16850231948310385,10.125856423700988,-0.08084909214987318,0.0,0.0,0.0,10.125856423700988,0.0
1KME5483N8507,1.4009457309017062,0.5664251427116497,0.19223199815990075,15.297904727064816,-1.5922134451171508,0.0,0.0,0.0,15.297904727064816,0.0
1KME5484N8486,-0.4373123894559903,0.7960209536439078,0.17245128039772412,7.5242012590773895,-4.765987693601765,0.0,0.0,0.0,7.5242012590773895,-4.765987693601765
1KME5484N8487,-0.7365078970963741,0.7841663662743106,0.16277411878015455,7.561539166257812,-4.198453423772687,0.0,0.0,0.0,7.561539166257812,-4.198453423772687
1KME5484N8492,-4.299187562029067,0.6575685140214377,0.0824632845574478,8.140686686098608,-0.8695591999918373,-4.299187562029067,0.0,0.0,8.140686686098608,0.0
1KME5484N8493,-4.642442668881132,0.6174457202223227,0.06031475553160254,9.652242413280295,-0.8724551554753165,-4.642442668881132,0.0,0.0,9.652242413280295,0.0
1KME5484N8494,-4.537217127197678,0.5782782548020293,0.04060916657405758,15.149585504097438,-0.7738283871307737,-4.537217127197678,0.0,0.0,15.149585504097438,0.0
1KME5484N8496,-2.93746032240445,0.5157198303378989,0.02638898052780683,15.69076777458971,-2.6050033425749004,-2.93746032240445,0.0,0.0,15.69076777458971,0.0
1KME5484N8497,-1.6331096090095638,0.48774216757603717,0.04210325988362311,17.088716116765188,-3.9074384734565397,0.0,0.0,0.0,17.088716116765188,-3.9074384734565397
1KME5484N8498,-1.045264286222012,0.46171405001925997,0.06706804018413114,18.1800177566801,-3.8954741071236016,0.0,0.0,0.0,18.1800177566801,-3.8954741071236016
1KME5484N8499,-0.4842586017032813,0.4668241201623695,0.089214108797736,20.226727880150907,-2.4810482856329026,0.0,0.0,0.0,20.226727880150907,0.0
1KME5484N8500,-0.20074677878253727,0.4749823169591128,0.1085616918222457,20.354638619899404,-0.995661873133488,0.0,0.0,0.0,20.354638619899404,0.0
1KME5484N8501,-0.07792467875917049,0.491737082750697,0.12532641106323925,16.445730903945172,-0.18425993368159055,0.0,0.0,0.0,16.445730903945172,0.0
1KME5484N8502,-0.0012645315613023292,0.5079353095405246,0.13979684836957543,13.945883105519865,-0.09622964566154506,0.0,0.0,0.0,13.945883105519865,0.0
1KME5484N8504,0.3006247523599633,0.536165140322083,0.16223308086561677,11.094104757703318,-0.6537371677744558,0.0,0.0,0.0,11.094104757703318,0.0
1KME5484N8505,0.703600040075541,0.5479091924027464,0.17119612654940933,13.997274680980409,-1.231995797856416,0.0,0.0,0.0,13.997274680980409,0.0
1KME5484N8508,1.433627944022232,0.5751453138201257,0.19291338879508743,15.514644102296836,-2.147102397961166,0.0,0.0,0.0,15.514644102296836,0.0
1KME5485N8491,-4.018600028040914,0.688537962652377,0.09634629481915058,11.003785968031849,-1.8749589217857436,-4.018600028040914,0.0,0.0,11.003785968031849,0.0
1KME5485N8492,-4.149766196642874,0.6527740404775161,0.07745646050983758,12.030037319673914,-0.7566900235773016,-4.149766196642874,0.0,0.0,12.030037319673914,0.0
1KME5485N8495,-3.297401024229767,0.5508920935276699,0.03163091171874086,15.303044974850252,-2.502098490213215,-3.297401024229767,0.0,0.0,15.303044974850252,0.0
1KME5485N8496,-2.2957097825535415,0.5274092756619392,0.01729996791879963,13.93335275553516,-3.614921983690865,0.0,0.0,0.0,13.93335275553516,-3.614921983690865
1KME5485N8497,-1.222019888491053,0.4980672527773654,0.03594259668774214,14.408084931173775,-5.35572068774845,0.0,0.0,0.0,14.408084931173775,-5.35572068774845
1KME5485N8498,-0.34245516533562365,0.47419516084820146,0.05945033815574338,15.685433757787022,-5.079217562712159,0.0,0.0,0.0,15.685433757787022,-5.079217562712159
1KME5485N8499,0.18300696469797897,0.47687557890541704,0.08173960723119952,19.236601465283584,-3.5786830500330264,0.0,0.0,0.0,19.236601465283584,-3.5786830500330264
1KME5485N8500,0.3997603430887649,0.4906691794991276,0.10129481347413039,19.843123736013748,-2.372320655843885,0.0,0.0,0.0,19.843123736013748,0.0
1KME5485N8501,0.5060993325864147,0.4917789114019928,0.11832220411987372,17.144636756753464,-1.8246671943058927,0.0,0.0,0.0,17.144636756753464,0.0
